<NUMBER OF ZONES> 	55
<NUMBER OF NODES> 	1603
<FIRST THRU NODE> 	56
<NUMBER OF LINKS> 	3264
<END OF METADATA> 	

~ 	 Init node 	 Term node 	 Capacity 	 Length 	 Free Flow Time 	 B 	 Power 	 Speed limit 	 Toll 	 Type 	 ;
	1	304	1500000	0.33000000000000001554	0.75	0.10000000000000000555	1.5	50	0	1	;
	1	425	1500000	0.32000000000000000666	0.75	0.10000000000000000555	1.5	80	0	1	;
	1	513	1500000	0.11000000000000000056	0.75	0.10000000000000000555	1.5	100	0	1	;
	1	536	1500000	0.39000000000000001332	0.75	0.10000000000000000555	1.5	70.449600000000003774	0	1	;
	1	566	1500000	0.2000000000000000111	0.75	0.10000000000000000555	1.5	30	0	1	;
	2	732	1500000	0.25	0.75	0.10000000000000000555	1.5	50	0	1	;
	2	759	1500000	0.19000000000000000222	0.75	0.10000000000000000555	1.5	80	0	1	;
	3	830	1500000	0.16000000000000000333	0.75	0.10000000000000000555	1.5	100	0	1	;
	3	905	1500000	0.23999999999999999112	0.75	0.10000000000000000555	1.5	120	0	1	;
	3	949	1500000	0.34000000000000002442	0.75	0.10000000000000000555	1.5	30	0	1	;
	4	486	1500000	0.35999999999999998668	0.75	0.10000000000000000555	1.5	50	0	1	;
	4	622	1500000	0.10000000000000000555	0.75	0.10000000000000000555	1.5	80	0	1	;
	4	636	1500000	0.11999999999999999556	0.75	0.10000000000000000555	1.5	100	0	1	;
	4	704	1500000	0.35999999999999998668	0.75	0.10000000000000000555	1.5	120	0	1	;
	5	600	1500000	0.14000000000000001332	0.75	0.10000000000000000555	1.5	30	0	1	;
	5	644	1500000	0.19000000000000000222	0.75	0.10000000000000000555	1.5	50	0	1	;
	6	682	1500000	0.2000000000000000111	0.75	0.10000000000000000555	1.5	80	0	1	;
	6	769	1500000	0.10000000000000000555	0.75	0.10000000000000000555	1.5	100	0	1	;
	7	994	1500000	0.10000000000000000555	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	7	1054	1500000	0.17999999999999999334	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	7	1064	1500000	0.36999999999999999556	0.75	0.10000000000000000555	1.5	50	0	1	;
	7	1097	1500000	0.25	0.75	0.10000000000000000555	1.5	80	0	1	;
	8	985	1500000	0.23999999999999999112	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	8	1053	1500000	0.089999999999999996669	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	8	1098	1500000	0.23999999999999999112	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	8	1131	1500000	0.23000000000000000999	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	9	1238	1500000	0.11000000000000000056	0.75	0.10000000000000000555	1.5	80	0	1	;
	9	1239	1500000	0.070000000000000006661	0.75	0.10000000000000000555	1.5	100	0	1	;
	9	1304	1500000	0.23000000000000000999	0.75	0.10000000000000000555	1.5	120	0	1	;
	10	1154	1500000	0.2999999999999999889	0.75	0.10000000000000000555	1.5	63.905500000000003524	0	1	;
	10	1182	1500000	0.34000000000000002442	0.75	0.10000000000000000555	1.5	50	0	1	;
	10	1195	1500000	0.17999999999999999334	0.75	0.10000000000000000555	1.5	80	0	1	;
	10	1205	1500000	0.11000000000000000056	0.75	0.10000000000000000555	1.5	100	0	1	;
	10	1237	1500000	0.47999999999999998224	0.75	0.10000000000000000555	1.5	120	0	1	;
	10	1252	1500000	0.11999999999999999556	0.75	0.10000000000000000555	1.5	30	0	1	;
	10	1321	1500000	0.56999999999999995115	0.75	0.10000000000000000555	1.5	50	0	1	;
