<NUMBER OF ZONES> 	147
<NUMBER OF NODES> 	1040
<FIRST THRU NODE> 	148
<NUMBER OF LINKS> 	2836
<END OF METADATA> 	

~ 	 Init node 	 Term node 	 Capacity 	 Length 	 Free Flow Time 	 B 	 Power 	 Speed limit 	 Toll 	 Type 	 ;
	1	842	1	0.78000001907349003627	0.78000001907349003627	0	0	0	0	1	;
	1	858	1	1.3800000190735000061	1.3800000190735000061	0	0	0	0	1	;
	2	881	1	0.42000002861023000289	0.42000002861023000289	0	0	0	0	1	;
	2	922	1	1.3200000762938999266	1.3200000762938999266	0	0	0	0	1	;
	2	926	1	0.42000002861023000289	0.42000002861023000289	0	0	0	0	1	;
	3	897	1	0.5999999999999999778	0.5999999999999999778	0	0	0	0	1	;
	3	899	1	2.0400001525879001285	2.0400001525879001285	0	0	0	0	1	;
	3	911	1	1.3200000762938999266	1.3200000762938999266	0	0	0	0	1	;
	3	917	1	1.5000000953673999771	1.5000000953673999771	0	0	0	0	1	;
	4	890	1	1.6800001144409000275	1.6800001144409000275	0	0	0	0	1	;
	4	905	1	0.54000000953673998882	0.54000000953673998882	0	0	0	0	1	;
	4	907	1	0.9000000000000000222	0.9000000000000000222	0	0	0	0	1	;
	4	908	1	0.5999999999999999778	0.5999999999999999778	0	0	0	0	1	;
	4	920	1	1.0800000190734999617	1.0800000190734999617	0	0	0	0	1	;
	5	997	1	0.5999999999999999778	0.5999999999999999778	0	0	0	0	1	;
	5	998	1	2.2800001144409001164	2.2800001144409001164	0	0	0	0	1	;
	5	1017	1	0.84000005722046000578	0.84000005722046000578	0	0	0	0	1	;
	6	980	1	0.42000002861023000289	0.42000002861023000289	0	0	0	0	1	;
	6	996	1	1.620000076293899971	1.620000076293899971	0	0	0	0	1	;
	6	1006	1	0.66000003814696994731	0.66000003814696994731	0	0	0	0	1	;
	7	958	1	0.96000003814696999171	0.96000003814696999171	0	0	0	0	1	;
	7	959	1	0.78000001907349003627	0.78000001907349003627	0	0	0	0	1	;
	7	960	1	0.7200000286102300473	0.7200000286102300473	0	0	0	0	1	;
	7	961	1	0.9000000000000000222	0.9000000000000000222	0	0	0	0	1	;
	7	962	1	1.0800000190734999617	1.0800000190734999617	0	0	0	0	1	;
	8	984	1	0.54000000953673998882	0.54000000953673998882	0	0	0	0	1	;
	8	1000	1	0.78000001907349003627	0.78000001907349003627	0	0	0	0	1	;
	9	828	1	0.36000001430511002765	0.36000001430511002765	0	0	0	0	1	;
	10	523	1	1.0400000254312999903	1.0400000254312999903	0	0	0	0	1	;
	10	827	1	1.5200000762939001042	1.5200000762939001042	0	0	0	0	1	;
	11	154	1	1.5600001017253000146	1.5600001017253000146	0	0	0	0	1	;
	11	188	1	1.5600001017253000146	1.5600001017253000146	0	0	0	0	1	;
	12	155	1	1.8800000508626000251	1.8800000508626000251	0	0	0	0	1	;
	12	187	1	1.1999999999999999556	1.1999999999999999556	0	0	0	0	1	;
	13	158	1	0.84000002543132001875	0.84000002543132001875	0	0	0	0	1	;
	14	157	1	2.2800000508626001583	2.2800000508626001583	0	0	0	0	1	;
	14	179	1	2.2800000508626001583	2.2800000508626001583	0	0	0	0	1	;
	14	185	1	1.120000076293899971	1.120000076293899971	0	0	0	0	1	;
	15	159	1	0.6800000508626300455	0.6800000508626300455	0	0	0	0	1	;
	15	177	1	0.24000000953673999993	0.24000000953673999993	0	0	0	0	1	;
	16	183	1	1.8800000508626000251	1.8800000508626000251	0	0	0	0	1	;
	16	212	1	1.3200000762938999266	1.3200000762938999266	0	0	0	0	1	;
